,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7493,3,Duffy Circles,Tina,Williams,16,Daughter,NA,Female,Student,None,NA
7494,4,Duffy Circles,Lorraine,Harrison,34,Head,Married,Female,Biomedical engineer,None,Muslim
7495,4,Duffy Circles,Vincent,Harrison,36,Husband,Married,Male,"Scientist, physiological",None,None
7496,4,Duffy Circles,Jemma,Harrison,9,Daughter,NA,Female,Student,None,NA
7497,4,Duffy Circles,Josh,Harrison,6,Son,NA,Male,Student,None,NA
7498,5,Duffy Circles,Melissa,Chapman,67,Head,Married,Female,Ranger/warden,None,Christian
7499,5,Duffy Circles,Steven,Chapman,69,Husband,Married,Male,Retired Plant breeder/geneticist,None,None
7500,5,Duffy Circles,Gregory,Chapman,36,Son,Single,Male,Television floor manager,None,Christian
7501,5,Duffy Circles,Arthur,Chapman,32,Son,Single,Male,Television/film/video producer,None,None
7502,6,Duffy Circles,Hayley,Smith,27,Head,Married,Female,Unemployed,None,None
7503,6,Duffy Circles,Jake,Smith,27,Husband,Married,Male,Architect,None,None
7504,6,Duffy Circles,Luke,Smith,10,Son,NA,Male,Student,None,NA
7505,6,Duffy Circles,Jennifer,Smith,8,Daughter,NA,Female,Student,None,NA
7506,7,Duffy Circles,Abigail,Williams,43,Head,Married,Female,Exhibition designer,None,Catholic
7507,7,Duffy Circles,Phillip,Williams,45,Husband,Married,Male,"Journalist, magazine",None,Catholic
7508,7,Duffy Circles,Kirsty,Williams,12,Daughter,NA,Female,Student,None,NA
7509,7,Duffy Circles,Tony,Williams,8,Son,NA,Male,Student,None,NA
7510,7,Duffy Circles,Jean,Williams,4,Daughter,NA,Female,Child,None,NA
7511,7,Duffy Circles,Norman,Williams,0,Son,NA,Male,Child,None,NA
7512,8,Duffy Circles,Vanessa,Kirk,16,Head,Single,Female,Unemployed,None,NA
7513,8,Duffy Circles,Carly,Kirk,0,Daughter,NA,Female,Child,None,NA
7514,8,Duffy Circles,Joyce,Roberts,31,Lodger,Single,Female,Structural engineer,None,Christian
7515,8,Duffy Circles,Rachel,Newton,46,Lodger,Single,Female,"Engineer, automotive",None,None
7516,9,Duffy Circles,Eileen,Yates,37,Head,Single,Female,Unemployed,None,Christian
7517,9,Duffy Circles,Stanley,Thomson-Yates,4,Son,NA,Male,Child,None,NA
7518,9,Duffy Circles,Katy,Thomson-Yates,0,Daughter,NA,Female,Child,None,NA
7519,9,Duffy Circles,Jack,Clarke,40,Visitor,Single,Male,Water engineer,None,None
7520,9,Duffy Circles,Russell,Hall,64,Lodger,Single,Male,Social researcher,None,None
7521,9,Duffy Circles,Shannon,Sinclair,52,Lodger,Divorced,Female,Geochemist,None,Christian
7522,10,Duffy Circles,Brenda,Smith,67,Head,Widowed,Female,Media planner,None,Christian
7523,10,Duffy Circles,Albert,Smith,29,Son,Single,Male,Lawyer,None,Christian
7524,10,Duffy Circles,Sophie,Smith,25,Daughter,Single,Female,"Librarian, academic",None,Christian
7525,10,Duffy Circles,Ashleigh,Smith,22,Daughter,Divorced,Female,University Student,None,Christian
7526,10,Duffy Circles,Gregory,Smith,19,Son,Single,Male,University Student,None,Christian
7527,11,Duffy Circles,Sandra,Hunter,61,Head,M,Female,Interpreter,None,Christian
7528,11,Duffy Circles,Geoffrey,Hunter,61,Husband,Married,Male,Physiotherapist,None,None
7529,11,Duffy Circles,Linda,Hunter,25,Daughter,Single,Female,Pharmacologist,None,None
7530,11,Duffy Circles,Antony,Walsh,21,Son,Single,Male,University Student,None,Christian
7531,1,Bathhouse Bypass,Mary,Roberts,20,Head,Single,Female,University Student,None,None
7532,1,Bathhouse Bypass,Kelly,Byrne,46,None,Single,Female,Unemployed,None,Christian
7533,1,Bathhouse Bypass,Lucy,Fisher,41,None,Single,female,"Designer, fashion/clothing",None,Christian
7534,2,Bathhouse Bypass,Karen,Wilson,85,Head,Married,Female,Retired Advertising account executive,None,Christian
7535,2,Bathhouse Bypass,Christopher,Wilson,81,Husband,Married,Male,"Retired Teacher, adult education",None,None
7536,3,Bathhouse Bypass,Jeffrey,Potts,20,Head,Single,Male,University Student,None,Christian
7537,3,Bathhouse Bypass,Laura,Smith,18,None,Single,Female,University Student,None,Christian
7538,3,Bathhouse Bypass,Victoria,O'Brien,18,None,Single,Female,University Student,None,None
7539,4,Bathhouse Bypass,Nicole,Brown,44,Head,Married,Female,Graphic designer,None,None
7540,4,Bathhouse Bypass,Clive,Brown,46,Husband,Married,Male,Horticultural consultant,None,None
7541,4,Bathhouse Bypass,Gavin,Brown,15,Son,NA,Male,Student,None,NA
7542,1,Robertson Mall,Julie,Schofield,37,Head,Single,Female,Video editor,None,Catholic
7543,1,Robertson Mall,Shane,Wilson,35,Partner,Single,Male,Chartered loss adjuster,None,None
7544,1,Robertson Mall,Kathryn,Schofield,12,Daughter,NA,Female,Student,None,NA
7545,1,Robertson Mall,Abbie,Schofield,8,Daughter,NA,Female,Student,None,NA
7546,2,Robertson Mall,Alexandra,Fisher,55,Head,Married,Female,Banker,None,None
7547,2,Robertson Mall,Damian,Fisher,57,Husband,Married,Male,Veterinary surgeon,None,None
7548,2,Robertson Mall,Adam,Fisher,22,Son,Single,Male,University Student,None,None
7549,2,Robertson Mall,Joe,Fisher,18,Son,Single,Male,Student,None,None
7550,2,Robertson Mall,Suzanne,Fisher,15,Daughter,NA,Female,Student,None,NA
7551,2,Robertson Mall,Elliott,Fisher,14,Son,NA,Male,Student,None,NA
7552,3,Robertson Mall,Kimberley,Walsh,34,Head,Married,Female,Insurance underwriter,None,None
7553,3,Robertson Mall,Keith,Walsh,36,Husband,Married,Male,Dealer,None,None
7554,3,Robertson Mall,George,Walsh,10,Son,NA,m,Student,None,NA
7555,3,Robertson Mall,Kathryn,Walsh,6,Daughter,NA,Female,Student,None,NA
7556,4,Robertson Mall,Jessica,Robson,40,Head,Divorced,Female,Government social research officer,None,None
7557,4,Robertson Mall,Caroline,Robson,7,Daughter,NA,Female,Student,None,NA
7558,4,Robertson Mall,Josephine,Robson,4,Daughter,NA,Female,Child,None,NA
7559,4,Robertson Mall,Alexandra,Robson,4,Daughter,NA,Female,Child,None,NA
7560,5,Robertson Mall,Owen,Hussain,30,Head,Married,Male,Information systems manager,None,None
7561,5,Robertson Mall,Megan,Hussain,32,Wife,Married,Female,Recruitment consultant,None,None
7562,6,Robertson Mall,Claire,Allen,57,Head,Married,Female,Water engineer,None,Christian
7563,6,Robertson Mall,Thomas,Allen,57,Husband,Married,Male,Brewing technologist,None,None
7564,6,Robertson Mall,Gillian,Allen,37,Daughter,Single,Female,Trade union research officer,None,Christian
7565,6,Robertson Mall,Lisa,Price,37,Daughter,Divorced,Female,Paediatric nurse,None,None
7566,7,Robertson Mall,Victoria,Edwards,48,Head,Married,Female,Horticultural therapist,None,Christian
7567,7,Robertson Mall,Stephen,Edwards,49,Husband,Married,Male,"Psychologist, prison and probation services",None,None
7568,7,Robertson Mall,Kate,Edwards,28,Daughter,Single,Female,Photographer,None,Christian
7569,7,Robertson Mall,Simon,Edwards,27,Son,Divorced,Male,Counselling psychologist,None,None
7570,7,Robertson Mall,Denise,Edwards,4,Daughter,NA,Female,Child,Deaf,NA
7571,8,Robertson Mall,Kieran,Doyle,73,Head,Widowed,Male,Retired Ecologist,None,None
7572,9,Robertson Mall,Leah,Russell,45,Head,Single,Female,"Engineer, energy",None,Christian
7573,9,Robertson Mall,Geoffrey,Lewis,47,Partner,Single,Male,TEFL teacher,None,Christian
7574,10,Robertson Mall,Maria,Collier,46,Head,Married,Female,Financial controller,None,Christian
7575,10,Robertson Mall,Duncan,Collier,46,Husband,Married,Male,"Engineer, control and instrumentation",None,Christian
7576,11,Robertson Mall,Sandra,Taylor,31,Head,Single,Female,Landscape architect,None,None
7577,11,Robertson Mall,Rhys,Jarvis,33,Partner,Single,Male,Phytotherapist,None,None
7578,11,Robertson Mall,Shane,Taylor,14,Son,NA,Male,Student,None,NA
7579,11,Robertson Mall,Hazel,Taylor,11,Daughter,NA,Female,Student,None,NA
7580,12,Robertson Mall,Martin,Pritchard,31,Head,Single,Male,Best boy,None,Catholic
7581,13,Robertson Mall,Eleanor,Thomas,50.60949693,Head,Single,Female,Best boy,None,Christian
7582,13,Robertson Mall,Rita,Thomas,5,Daughter,NA,Female,Student,None,NA
7583,13,Robertson Mall,Carol,Thomas,0,Daughter,NA,Female,Child,None,NA
7584,13,Robertson Mall,Howard,Graham,37,Lodger,Divorced,Male,Osteopath,None,Catholic
7585,14,Robertson Mall,Janet,Wood,31,Head,Married,Female,"Journalist, broadcasting",Physical Disability,None
7586,14,Robertson Mall,Bradley,Wood,35,Husband,Married,Male,Hospital doctor,None,None
7587,14,Robertson Mall,Aimee,Wood,7,Daughter,NA,Female,Student,None,NA
7588,14,Robertson Mall,Martyn,Bailey,4,Son,NA,Male,Child,None,NA
7589,15,Robertson Mall,Dorothy,Day,22,Head,Single,Female,University Student,None,None
7590,15,Robertson Mall,Stewart,Haynes,19,Partner,Single,Male,University Student,None,None
7591,15,Robertson Mall,Wendy,Day,3,Daughter,NA,Female,Child,None,NA
7592,15,Robertson Mall,Kathryn,Day,3,Daughter,NA,Female,Child,None,NA
7593,16,Robertson Mall,Natasha,Hooper,49,Head,Married,Female,"Sound technician, broadcasting/film/video",None,None
7594,16,Robertson Mall,Lawrence,Hooper,55,Husband,Married,Male,Academic librarian,None,None
7595,16,Robertson Mall,Fiona,Hooper,17,Daughter,NA,Female,Student,None,NA
7596,16,Robertson Mall,Connor,Hooper,13,Son,NA,Male,Student,None,NA
7597,17,Robertson Mall,Denise,Evans,36,Head,Single,Female,Tour manager,None,Catholic
7598,17,Robertson Mall,Irene,Evans,6,Daughter,NA,Female,Student,None,NA
7599,17,Robertson Mall,Fiona,Evans,3,Daughter,NA,Female,Child,None,NA
7600,17,Robertson Mall,Ryan,Evans,3,Son,NA,Male,Child,None,NA
7601,18,Robertson Mall,Ruth,Coleman,67,Head,Married,Female,Surgeon,Disabled,Catholic
7602,18,Robertson Mall,Clive,Coleman,71,Husband,Married,Male,Retired Broadcast journalist,None,None
7603,1,Aethelredpart Avenue,Laura,Kennedy,36,Head,Single,Female,Leisure centre manager,None,Christian
7604,1,Aethelredpart Avenue,Gavin,Kennedy,11,Son,NA,Male,Student,None,NA
7605,1,Aethelredpart Avenue,Kathryn,Kennedy,10,Daughter,NA,Female,Student,None,NA
7606,1,Aethelredpart Avenue,Benjamin,Kennedy,7,Son,NA,Male,Student,None,NA
7607,1,Aethelredpart Avenue,Stacey,Kennedy,4,Daughter,NA,f,Child,None,NA
7608,1,Aethelredpart Avenue,Diana,Kennedy,2,Daughter,NA,Female,Child,None,NA
7609,2,Aethelredpart Avenue,Reece,Lowe,35,Head,Single,Male,Broadcast journalist,None,Methodist
7610,2,Aethelredpart Avenue,Judith,Shepherd,31,Lodger,Divorced,Female,Therapeutic radiographer,None,Catholic
7611,2,Aethelredpart Avenue,Jane,Fox,35,Lodger,Single,Female,Unemployed,None,Christian
7612,2,Aethelredpart Avenue,Tracey,Francis,35,Cousin,Divorced,Female,Tax inspector,None,None
7613,2,Aethelredpart Avenue,Ashleigh,Howard,27,Sibling,Single,Female,Systems developer,None,None
7614,3,Aethelredpart Avenue,Georgina,Carter,56,Head,Single,Female,Multimedia specialist,None,Christian
7615,3,Aethelredpart Avenue,Wayne,Edwards,53,None,Single,Male,"Surveyor, minerals",None,None
7616,3,Aethelredpart Avenue,Eleanor,Holmes,27,None,Single,Female,English as a foreign language teacher,None,Muslim
7617,3,Aethelredpart Avenue,Harriet,Noble,48,None,Single,Female,Unemployed,None,None
7618,4,Aethelredpart Avenue,Garry,Hill,29,Head,Married,Male,"Journalist, newspaper",None,Sikh
7619,4,Aethelredpart Avenue,Francesca,Hill-Roberts,27,Wife,Married,Female,Forensic scientist,None,Sikh
7620,4,Aethelredpart Avenue,Richard,Hill-Roberts,0,Son,NA,Male,Child,None,NA
7621,4,Aethelredpart Avenue,Russell,Bell,22,Sibling,Single,Male,"Solicitor, Scotland",None,Catholic
7622,5,Aethelredpart Avenue,Mark,Peters,54,Head,Married,Male,Insurance risk surveyor,None,Christian
7623,5,Aethelredpart Avenue,Mary,Peters,52,Wife,Married,Female,Barrister's clerk,None,Christian
7624,5,Aethelredpart Avenue,Jack,Peters,14,Son,NA,Male,Student,None,NA
7625,5,Aethelredpart Avenue,Harry,Peters,11,Son,NA,Male,Student,None,NA
7626,6,Aethelredpart Avenue,Charlotte,Fisher,29,Head,Divorced,Female,Retail merchandiser,None,None
7627,7,Aethelredpart Avenue,Carol,Owen,43,Head,Married,Female,Outdoor activities/education manager,None,Catholic
7628,7,Aethelredpart Avenue,Gavin,Owen,49,Husband,Married,Male,Environmental manager,None,Catholic
7629,7,Aethelredpart Avenue,Mathew,Owen,10,Son,NA,Male,Student,None,NA
7630,7,Aethelredpart Avenue,Joseph,Owen,8,Son,NA,Male,Student,None,NA
7631,8,Aethelredpart Avenue,Diane,Brown,60,Head,Married,Female,Paramedic,None,Christian
7632,8,Aethelredpart Avenue,Gareth,Brown,61,Husband,Married,Male,Armed forces training and education officer,None,None
7633,8,Aethelredpart Avenue,Kerry,Brown,24,Daughter,Single,Female,Intelligence analyst,None,None
7634,8,Aethelredpart Avenue,Angela,Brown,16,Daughter,NA,Female,Student,None,NA
7635,1,Preston Falls,Melanie,Powell,51,Head,Single,Female,Applications developer,None,None
7636,1,Preston Falls,Patricia,Burgess,33,None,Single,Female,Clinical embryologist,None,Christian
7637,1,Preston Falls,Elliott,Harris,27,None,Single,Male,Higher education lecturer,None,None
7638,1,Preston Falls,Philip,Anderson,51,None,Single,Male,"Engineer, production",None,Christian
7639,2,Preston Falls,Geraldine,Griffiths,37,Head,Divorced,Female,Outdoor activities/education manager,None,Christian
7640,2,Preston Falls,Leigh,Griffiths,13,Son,NA,Male,Student,None,NA
7641,2,Preston Falls,Gareth,Griffiths,12,Adopted Son,NA,Male,Student,None,NA
7642,2,Preston Falls,Diane,Griffiths,10,Daughter,NA,Female,Student,None,NA
7643,3,Preston Falls,Carol,Jackson,35,Head,Single,Female,"Scientist, research (physical sciences)",None,Christian
7644,3,Preston Falls,Bruce,Fowler,34,Partner,Single,Male,"Development worker, community",None,Christian
7645,3,Preston Falls,James,Jackson,16,Son,NA,Male,Student,None,NA
7646,4,Preston Falls,Gerard,Williams,53,Head,Single,Male,Hotel manager,None,Christian
7647,4,Preston Falls,Brandon,Johnson,43,None,Single,Male,Unemployed,None,Christian
7648,4,Preston Falls,Lee,Hall,45,None,Single,Male,Fisheries officer,None,Catholic
7649,5,Preston Falls,Kimberley,Wright,60,Head,Married,Female,Social researcher,None,None
7650,5,Preston Falls,Tom,Wright,59,Husband,Married,Male,"Librarian, academic",None,None
7651,5,Preston Falls,Lynne,Wright,33,Daughter,Single,Female,Call centre manager,None,None
7652,5,Preston Falls,Max,Wright,30,Son,Single,Male,Armed forces technical officer,None,None
7653,5,Preston Falls,Sharon,Wright,28,Daughter,Single,Female,Health service manager,None,None
7654,5,Preston Falls,Francis,Wright,27,Son,Divorced,Male,Bonds trader,None,None
7655,6,Preston Falls,Janet,Wells,83,Head,Divorced,Female,Retired Therapeutic radiographer,None,None
7656,6,Preston Falls,Joe,Bell,24,Grandson,Divorced,Male,Exercise physiologist,None,None
7657,6,Preston Falls,Danny,Gibson,20,Grandson,Divorced,Male,"Conservator, museum/gallery",None,None
7658,6,Preston Falls,Mary,Gibson,18,Granddaughter,Single,Female,Student,None,None
7659,6,Preston Falls,Maureen,Parkinson-Gibson,17,Granddaughter,NA,Female,Student,None,NA
7660,6,Preston Falls,Ashley,Kirk,17,Grandson,NA,Male,Student,None,NA
7661,7,Preston Falls,Georgia,Hughes,65,Head,Widowed,Female,"Development worker, international aid",None,Christian
7662,7,Preston Falls,Diana,Hughes,39,Daughter,Widowed,Female,Proofreader,None,Christian
7663,7,Preston Falls,Chelsea,Hughes,35,Daughter,Single,Female,Medical sales representative,None,None
7664,7,Preston Falls,Melissa,Kaur-Hughes,31,Daughter,Single,Female,Water engineer,None,Christian
7665,8,Preston Falls,Kenneth,Wright,49,Head,Married,Male,Photographer,None,Christian
7666,8,Preston Falls,Fiona,Wright,47,Wife,Married,Female,Mudlogger,None,Christian
7667,8,Preston Falls,James,Wright,10,Son,NA,Male,Student,None,NA
7668,8,Preston Falls,Dean,Wright,7,Son,NA,Male,Student,Physical Disability,NA
7669,9,Preston Falls,Diana,Swift,53,Head,S,Female,IT consultant,None,None
7670,9,Preston Falls,Keith,Marsh,53,Partner,Single,Male,"Surveyor, minerals",None,None
7671,9,Preston Falls,Sharon,Swift,16,Daughter,NA,Female,Student,None,NA
7672,10,Preston Falls,Samantha,Brooks,54,Head,D,Female,Furniture designer,None,Methodist
7673,10,Preston Falls,Abigail,Brooks,27,Daughter,Single,Female,Ecologist,None,Methodist
7674,10,Preston Falls,Wayne,Brooks,24,Son,Single,Male,Unemployed,None,Methodist
7675,10,Preston Falls,Abigail,Brooks,23,Daughter,Divorced,Female,Personnel officer,None,None
7676,11,Preston Falls,Angela,Slater,28,Head,Married,Female,Unemployed,None,None
7677,11,Preston Falls,Edward,Slater,31,Husband,Married,Male,Quality manager,None,None
7678,11,Preston Falls,Rhys,Parkes,22,Lodger,Single,Male,University Student,None,Methodist
7679,11,Preston Falls,Josh,Singh,58,Lodger,Single,Male,"Designer, graphic",None,Methodist
7680,12,Preston Falls,Hollie,Fletcher,53,Head,Married,Female,Energy engineer,None,Methodist
7681,12,Preston Falls,Barry,Fletcher,52,Husband,Married,Male,Printmaker,None,None
7682,12,Preston Falls,Richard,Fletcher,22,Son,Divorced,Male,University Student,None,Methodist
7683,12,Preston Falls,Clifford,Fletcher,2,Son,NA,Male,Child,None,NA
7684,13,Preston Falls,Jayne,Read,36,Head,Single,Female,Unemployed,None,Methodist
7685,13,Preston Falls,Eileen,Thomas,55,Lodger,Single,Female,Sport and exercise psychologist,None,Christian
7686,13,Preston Falls,James,Hamilton,26,Lodger,Single,Male,Probation officer,None,Christian
7687,13,Preston Falls,Michael,Hewitt,20,Lodger,Single,Male,University Student,None,None
7688,14,Preston Falls,Carolyn,Johnson,34,Head,Married,Female,Chief Financial Officer,None,Methodist
7689,14,Preston Falls,Nathan,Johnson,35,Husband,Married,Male,Horticultural therapist,None,None
7690,14,Preston Falls,Neil,Johnson,12,Son,NA,Male,Student,None,NA
7691,14,Preston Falls,Elaine,Johnson,9,Daughter,NA,Female,Student,None,NA
7692,15,Preston Falls,Paula,Ross,33,Head,Single,Female,Senior tax professional/tax inspector,None,Christian
7693,15,Preston Falls,Gerald,Ross,14,Son,NA,Male,Student,None,NA
7694,15,Preston Falls,Joe,Ross,10,Son,NA,Male,Student,None,NA
7695,15,Preston Falls,Jemma,Ross,9,Adopted Daughter,NA,Female,Student,None,NA
7696,16,Preston Falls,Ellie,Thomas,52,Head,Married,Female,Lobbyist,None,Christian
7697,16,Preston Falls,Trevor,Thomas,56,Husband,Married,Male,"Presenter, broadcasting",None,Christian
7698,16,Preston Falls,Andrea,Thomas,16,Daughter,NA,Female,Student,None,NA
7699,16,Preston Falls,Joyce,Thomas,12,Daughter,NA,Female,Student,None,NA
7700,1,Kemp Road,Jemma,Gregory,62,Head,Married,Female,Structural engineer,None,Methodist
7701,1,Kemp Road,Elliot,Gregory,64,Husband,Married,Male,Air broker,None,None
7702,1,Kemp Road,Alison,Gregory,21,Daughter,Divorced,Female,University Student,None,None
7703,1,Kemp Road,Gareth,Gregory,17,Son,NA,Male,Student, ,NA
7704,1,Kemp Road,Leanne,Gregory,14,Daughter,NA,Female,Student,None,NA
7705,2,Kemp Road,Joyce,Curtis,51,Head,Married,Female,Horticultural therapist,None,None
7706,2,Kemp Road,Abdul,Curtis,50,Husband,Married,Male,"Scientist, research (medical)",None,None
7707,3,Kemp Road,Kayleigh,Bond,43,Head,Single,Female,Press sub,None,Methodist
7708,4,Kemp Road,Roy,O'Brien,64,Head,Married,Male,Systems analyst,None,Methodist
7709,4,Kemp Road,Georgina,O'Brien,60,Wife,Married,Female,Advertising account executive,None,Methodist
7710,4,Kemp Road,Oliver,O'Brien,34,Son,Divorced,Male,Claims inspector/assessor,None,Methodist
7711,4,Kemp Road,Katy,O'Brien,27,Daughter,Single,Female,"Engineer, drilling",None,Methodist
7712,5,Kemp Road,Jeffrey,Walker,39,Head,Divorced,Male,Research scientist (maths),None,Christian
7713,5,Kemp Road,Abdul,Walker,22,Son,Single,Male,University Student,None,None
7714,5,Kemp Road,Ricky,Walker,20,Son,Divorced,Male,University Student,None,None
7715,5,Kemp Road,Kieran,Walker,18,Son,Single,Male,Student,None,Christian
7716,5,Kemp Road,Joanna,Davies,16,Daughter,NA,Female,Student,None,NA
7717,6,Kemp Road,Holly,Allen,50,Head,Married,Female,Sales executive,None,Catholic
7718,6,Kemp Road,Garry,Allen,56,Husband,Married,Male,Print production planner,None,Catholic
7719,6,Kemp Road,Hannah,Allen,15,Daughter,NA,Female,Student,None,NA
7720,7,Kemp Road,Cheryl,Lowe,39,Head,Single,Female,Chartered accountant,None,Catholic
7721,7,Kemp Road,Leon,Lowe,14,Son,NA,Male,Student,None,NA
7722,7,Kemp Road,Barbara,Lowe,11,Daughter,NA,Female,Student,None,NA
7723,8,Kemp Road,Nicola,Iqbal,72,Head,Widowed,Female,Retired Office manager,None,Christian
7724,8,Kemp Road,Jordan,Iqbal,43,Son,Single,Male,Agricultural consultant,None,Christian
7725,9,Kemp Road,Natalie,Burke,64,Head,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
7726,9,Kemp Road,Leslie,Page,67,Partner,Single,Male,Materials engineer,None,None
7727,10,Kemp Road,Amy,Parkin,71,Head,Widowed,Female,"Retired Teacher, secondary school",None,None
7728,10,Kemp Road,Mary,Parkin,30,Daughter,Divorced,Female,Minerals surveyor,None,None
7729,11,Kemp Road,Francis,Wood,74,Head,Divorced,Male,Retired Metallurgist,None,Christian
7730,12,Kemp Road,Craig,Saunders,24,Head,Single,Male,Ranger/warden,None,Methodist
7731,12,Kemp Road,Julie,Francis,19,None,Divorced,Female,University Student,None,Methodist
7732,12,Kemp Road,Kim,Burke,42,None,Single,Female,"Teacher, adult education",None,Christian
7733,12,Kemp Road,Valerie,Robinson,55,None,Single,Female,Medical illustrator,None,Methodist
7734,12,Kemp Road,June,Owen,34,None,Single,Female,Health physicist,None,None
7735,13,Kemp Road,Jayne,Shaw,44,Head,Married,Female,Unemployed,None,None
7736,13,Kemp Road,Frederick,Shaw,47,Husband,Married,Male,Clinical research associate,None,None
7737,14,Kemp Road,Yvonne,Phillips,71,Head,Married,Female,"Retired Engineer, biomedical",None,Christian
7738,14,Kemp Road,Iain,Phillips,73,Husband,Married,Male,Retired Acupuncturist,None,Christian
7739,15,Kemp Road,Kate,Holmes,58,Head,Married,Female,"Scientist, research (life sciences)",None,Methodist
7740,15,Kemp Road,Trevor,Holmes,59,Husband,Married,Male,Unemployed,None,Methodist
7741,15,Kemp Road,Mark,Holmes,14,Son,NA,Male,Student,None,NA
7742,16,Kemp Road,Margaret,Parsons,26,Head,Single,Female,"Conservator, furniture",None,Christian
7743,16,Kemp Road,Gregory,Parsons,7,Son,NA,Male,Student,None,NA
7744,16,Kemp Road,Joanne,Duffy-Parsons,5,Daughter,NA,Female,Student,None,NA
7745,16,Kemp Road,Harry,Duffy-Parsons,5,Son,NA,Male,Student,None,NA
7746,16,Kemp Road,Jay,Duffy-Parsons,2,Son,NA,Male,Child,None,NA
7747,17,Kemp Road,Lynn,Reynolds,42,Head,Divorced,Female,"Merchandiser, retail",None,Christian
7748,17,Kemp Road,Kerry,Reynolds,5,Daughter,NA,Female,Student,None,NA
7749,17,Kemp Road,Joan,Reynolds,4,Daughter,NA,Female,Child,None,NA
7750,17,Kemp Road,Jill,Reynolds,2,Daughter,NA,Female,Child,None,NA
7751,18,Kemp Road,Amber,Davidson,27,Head,Single,Female,Health and safety adviser,None,Christian
7752,18,Kemp Road,Lynne,Davidson,5,Daughter,NA,Female,Student,None,NA
7753,19,Kemp Road,Suzanne,Barber,68,Head,Divorced,Female,Unemployed,None,Christian
7754,19,Kemp Road,Kirsty,Barber,37,Daughter,Single,Female,Teaching laboratory technician,None,None
7755,19,Kemp Road,Melissa,Barber,34,Daughter,Divorced,Female,"Designer, jewellery",None,None
7756,19,Kemp Road,Leigh,Barber,32,Son,Divorced,Male,Unemployed,None,None
7757,20,Kemp Road,Trevor,Mills,40,Head,Single,Male,Sports therapist,None,Christian
7758,20,Kemp Road,Hannah,Miller,57,Cousin,Single,Female,"Teacher, English as a foreign language",Disabled,None
7759,21,Kemp Road,Nicola,Carter,39,Head,Divorced,Female,Unemployed,None,Catholic
7760,21,Kemp Road,Gerard,Carter,11,Son,NA,Male,Student,None,NA
7761,22,Kemp Road,June,Williams,29,Head,Single,Female,Unemployed,None,Christian
7762,22,Kemp Road,Steven,Williams,9,Son,NA,Male,Student,None,NA
7763,23,Kemp Road,Gail,Williams,62,Head,Married,Female,Best boy,None,None
7764,23,Kemp Road,Charles,Williams,64,Husband,Married,Male,Research scientist (life sciences),None,None
7765,23,Kemp Road,Martyn,Williams,27,Son,Single,Male,"Runner, broadcasting/film/video",None,None
7766,24,Kemp Road,Marie,Heath,44,Head,Single,Female,Armed forces operational officer,None,Catholic
7767,24,Kemp Road,Nicole,Heath,17,Daughter,NA,Female,Student,None,NA
7768,24,Kemp Road,Kyle,Heath,16,Son,NA,Male,Student,None,NA
7769,24,Kemp Road,Alexander,Heath,16,Son,NA,Male,Student,None,NA
7770,24,Kemp Road,Garry,Heath,11,Son,NA,Male,Student,None,NA
7771,25,Kemp Road,Elizabeth,Chambers,59,Head,Married,Female,Database administrator,None,Christian
7772,25,Kemp Road,Phillip,Chambers,61,Husband,Married,Male,Social researcher,None,None
7773,26,Kemp Road,Jacqueline,Smith,41,Head,Married,Female,Clothing/textile technologist,None,Christian
7774,26,Kemp Road,Iain,Smith,48,Husband,Married,Male,Product/process development scientist,None,Christian
7775,26,Kemp Road,Claire,Smith,13,Daughter,NA,Female,Student,None,NA
7776,26,Kemp Road,Keith,Carr-Smith,13,Son,NA,Male,Student,None,NA
7777,27,Kemp Road,Josh,Lucas,43,Head,Single,Male,Film/video editor,None,None
7778,27,Kemp Road,Shane,Parker,44,None,Single,Male,Unemployed,None,None
7779,28,Kemp Road,Catherine,Dawson,41,Head,Married,female,Illustrator,None,Christian
7780,28,Kemp Road,Ashley,Dawson,42,Husband,Married,Male,Unemployed,None,None
7781,28,Kemp Road,Terence,Dawson,9,Son,NA,Male,Student,None,NA
7782,29,Kemp Road,Angela,Bennett,33,Head,Single,Female,"Teacher, secondary school",None,Muslim
7783,29,Kemp Road,Peter,Mason,33,Partner,Single,Male,"Education officer, community",None,None
7784,29,Kemp Road,Callum,Bennett,6,Son,NA,Male,Student,None,NA
7785,29,Kemp Road,Jason,Bennett,2,Son,NA,Male,Child,None,NA
7786,30,Kemp Road,William,Brown,66,Head,Widowed,Male,"Therapist, drama",None,Catholic
7787,30,Kemp Road,Diane,Brown,43,Daughter,Single,Female,Land/geomatics surveyor,None,None
7788,31,Kemp Road,Marcus,Richardson,87,Head,Single,Male,Retired Aid worker,None,None
7789,32,Kemp Road,Wayne,Rowe,32,Head,Single,Male,Product/process development scientist,None,Methodist
7790,32,Kemp Road,Donald,Bradley,30,None,Single,Male,Theatre director,None,None
7791,32,Kemp Road,Ryan,Wilson,60,None,Single,m,Unemployed,None,Christian
7792,32,Kemp Road,Julian,Reynolds,52,None,Single,Male,"Therapist, music",None,Christian
7793,33,Kemp Road,Mohammad,Nelson,24,Head,Married,Male,Dispensing optician,None,Christian
